fid,lo_tp_quad,lo_tp_lote,SQL,IPTU22_QtdProprietarios,IPTU22_AnoConstrucaoCorrigido,IPTU22_AreaTerreno,IPTU22_AreaConstruida,IPTU22_AreaOcupada,IPTU22_CA,IPTU22_QtdPavimentos,IPTU22_QtdEsquinas,IPTU22_TipoTerreno,IPTU22_Testada,IPTU_Progressivo,PEUC,Tombado,Ocupado,Publico,UnicoDono,Tipologia
"2452",F,F,"0030600135","1","1949","637.0","637.0","637.0","10","10","0.0",Normal,"12,99",Não,Não,Não,Não,Não,Sim,Não Residencial
"2453",F,F,"0050400007","1","1970","53.0","120.0","53.0","23","30","0.0",Normal,"5,35",Não,Não,Não,Não,Sim,Sim,Não Residencial
"2454",F,F,"0030600136","1","1949","606.0","606.0","606.0","10","10","0.0",Normal,"12,44",Não,Não,Não,Não,Não,Sim,Não Residencial
"2455",F,F,"0050460094","1","1939","65.0","60.0","60.0","9","10","1.0",De esquina,"4,40",Não,Não,Não,Não,Não,Sim,Residencial
"2456",F,F,"0030130131","1","1964","250.0","400.0","200.0","16","30","0.0",Normal,"5,07",Não,Não,Não,Não,Não,Sim,Não Residencial
"2457",F,F,"0050390052","1","1969","124.0","281.0","124.0","23","20","0.0",Normal,"6,50",Não,Não,Não,Não,Não,Sim,Não Residencial
"2458",F,F,"0010750031","1","1980","195.0","287.0","195.0","15","20","0.0",Normal,"5,47",Não,Não,Não,Não,Não,Sim,Não Residencial
"2459",F,F,"0030190073","1","1939","52.0","38.0","38.0","7","10","0.0",Terreno interno,"4,00",Não,Não,Não,Não,Não,Sim,Residencial
"2460",F,F,"0010300006","1","1950","561.0","2581.0","561.0","46","40","0.0",Normal,"16,50",Não,Não,Não,Não,Não,Sim,Não Residencial
"2462",F,F,"0030270036","1","1978","80.0","171.0","80.0","21","20","0.0",Terreno interno,"4,00",Não,Não,Não,Não,Não,Sim,Residencial
"2463",F,F,"0050900016","1","1939","405.0","220.0","220.0","5","10","0.0",Normal,"4,80",Não,Não,Não,Não,Não,Sim,Não Residencial
"2464",F,F,"0030130000","1","1990","2752.0","62.0","235.0","0","200","1.0",De esquina,"71,34",Não,Não,Não,Não,Não,Sim,Residencial
"2465",F,F,"0020710016","1","1954","99.0","360.0","99.0","36","20","0.0",Normal,"9,00",Não,Não,Não,Não,Não,Sim,Uso Misto
"2467",F,F,"0020270000","2","1958","345.0","139.0","345.0","8","130","1.0",De esquina,"26,75",Não,Não,Não,Não,Não,Não,Uso Misto
"2468",F,F,"0030190081","1","1986","80.0","68.0","68.0","9","10","0.0",Normal,"5,20",Não,Não,Não,Não,Não,Sim,Não Residencial
"2469",F,F,"0020750004","1","1970","199.0","450.0","180.0","23","30","0.0",Normal,"7,00",Não,Não,Não,Não,Não,Sim,Uso Misto
"2470",F,F,"0020750000","2","1962","458.0","109.0","426.0","5","60","1.0",De esquina,"33,00",Não,Não,Não,Não,Não,Não,Uso Misto
"2471",F,F,"0030700001","1","1978","17390.0","9660.0","3220.0","6","30","2.0",De esquina,"0,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"2473",F,F,"0020660652","1","1986","270.0","904.0","270.0","33","30","2.0",De duas ou mais,"14,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"2474",F,F,"0020660017","1","1970","189.0","378.0","189.0","20","20","2.0",De duas ou mais,"16,75",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2475",F,F,"0030620039","1","1934","166.0","150.0","150.0","9","10","0.0",Normal,"4,00",Não,Não,Não,Não,Não,Sim,Residencial
"2476",F,F,"0020330003","1","1966","180.0","174.0","174.0","10","10","0.0",Normal,"6,75",Não,Não,Não,Não,Não,Sim,Não Residencial
"2477",F,F,"0020700000","1","1936","375.0","97.0","305.0","5","60","0.0",Normal,"21,70",Não,Não,Sim,Não,Não,Sim,Uso Misto
"2478",F,F,"0020320018","1","1970","125.0","240.0","100.0","19","20","0.0",Normal,"7,00",Não,Não,Não,Não,Não,Sim,Uso Misto
"2479",F,F,"0020270136","1","1972","156.0","147.0","147.0","9","10","0.0",Normal,"5,34",Não,Não,Não,Não,Não,Sim,Não Residencial
"2480",F,F,"0020680004","1","1960","100.0","960.0","100.0","96","90","0.0",Normal,"5,30",Sim,Não,Não,Não,Não,Sim,Não Residencial
"2481",F,F,"0020320009","1","1929","170.0","170.0","170.0","10","10","0.0",Normal,"5,25",Não,Não,Não,Não,Não,Sim,Não Residencial
"2482",F,F,"0020270135","1","1972","146.0","137.0","137.0","9","10","0.0",Normal,"5,34",Não,Não,Não,Não,Não,Sim,Não Residencial
"2483",F,F,"0020280013","1","1970","168.0","168.0","168.0","10","20","0.0",Normal,"7,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"2484",F,F,"0020280014","1","1949","138.0","129.0","129.0","9","10","0.0",Normal,"7,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"2485",F,F,"0020610006","1","1944","188.0","600.0","180.0","32","30","0.0",Normal,"12,41",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2487",F,F,"0020730002","1","1943","547.0","2800.0","500.0","51","60","0.0",Normal,"19,90",Sim,Não,Sim,Não,Não,Sim,Não Residencial
"2488",F,F,"0020590048","1","1946","290.0","630.0","270.0","22","30","0.0",Normal,"6,75",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2490",F,F,"0020590047","1","1959","456.0","1953.0","453.0","43","50","0.0",Normal,"10,80",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2491",F,F,"0020710020","1","1977","195.0","362.0","181.0","19","20","0.0",Normal,"7,06",Não,Não,Não,Não,Não,Sim,Não Residencial
"2492",F,F,"0020710045","1","1975","280.0","516.0","260.0","18","30","0.0",Normal,"8,00",Não,Não,Não,Não,Não,Sim,Uso Misto
"2493",F,F,"0020330014","1","1964","154.0","260.0","130.0","17","20","0.0",Normal,"5,95",Não,Não,Não,Não,Não,Sim,Uso Misto
"2494",F,F,"0030270059","1","1967","172.0","306.0","153.0","18","20","0.0",Normal,"6,05",Não,Não,Não,Não,Não,Sim,Não Residencial
"2495",F,F,"0020330015","1","1944","140.0","200.0","100.0","14","20","0.0",Normal,"5,95",Não,Não,Não,Não,Não,Sim,Uso Misto
"2496",F,F,"0020270134","1","1972","153.0","144.0","144.0","9","10","0.0",Normal,"5,34",Não,Não,Não,Não,Não,Sim,Não Residencial
"2497",F,F,"0030410075","1","1929","50.0","40.0","40.0","8","10","0.0",Terreno interno,"7,00",Não,Não,Não,Não,Não,Sim,Residencial
"2498",F,F,"0020270041","1","1934","333.0","307.0","307.0","9","10","0.0",Normal,"8,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"2499",F,F,"0020710000","2","1980","273.0","99.0","252.0","7","80","0.0",Normal,"14,02",Não,Não,Não,Não,Não,Não,Uso Misto
"2500",F,F,"0020220012","1","1961","670.0","4200.0","525.0","63","80","1.0",De esquina,"27,50",Não,Não,Não,Não,Não,Sim,Não Residencial
"2501",F,F,"0020710074","1","1989","382.0","728.0","382.0","19","20","0.0",Normal,"14,14",Não,Não,Não,Não,Não,Sim,Não Residencial
"2502",F,F,"0020270045","1","1934","352.0","325.0","325.0","9","10","0.0",Normal,"7,95",Não,Não,Não,Não,Não,Sim,Não Residencial
"2503",F,F,"0020320023","1","1968","126.0","370.0","124.0","29","30","0.0",Normal,"7,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"2504",F,F,"0020740000","1","1964","217.0","156.0","217.0","14","100","0.0",Normal,"6,60",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2505",F,F,"0050900011","1","1955","69.0","60.0","40.0","9","20","0.0",Normal,"4,70",Não,Não,Não,Não,Não,Sim,Residencial
"2506",F,F,"0010230125","1","1962","135.0","140.0","100.0","10","20","0.0",Normal,"5,00",Não,Não,Não,Não,Não,Sim,Residencial
"2507",F,F,"0030420045","1","1934","300.0","250.0","240.0","8","10","0.0",Normal,"6,40",Não,Não,Não,Não,Não,Sim,Não Residencial
"2508",F,F,"0050030008","1","1943","244.0","468.0","240.0","19","20","0.0",Normal,"6,65",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2509",F,F,"0050030000","2","1966","428.0","274.0","428.0","13","80","1.0",De esquina,"20,82",Não,Não,Não,Não,Não,Não,Não Residencial
"2510",F,F,"0050540017","1","1971","64.0","83.0","50.0","13","20","0.0",Normal,"5,00",Não,Não,Não,Não,Não,Sim,Residencial
"2511",F,F,"0030050001","1","1970","3414.0","2435.0","2435.0","7","20","4.0",De esquina,"0,00",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2512",F,F,"0030150066","1","1954","707.0","700.0","700.0","10","10","0.0",Normal,"7,80",Não,Não,Não,Não,Não,Sim,Não Residencial
"2513",F,F,"0010230129","1","1977","135.0","100.0","100.0","7","10","0.0",Normal,"5,00",Não,Não,Não,Não,Não,Sim,Residencial
"2514",F,F,"0050540018","1","1944","64.0","30.0","30.0","5","10","0.0",Normal,"5,00",Não,Não,Não,Não,Não,Sim,Residencial
"2515",F,F,"0050040026","1","1945","620.0","1940.0","610.0","31","30","1.0",De esquina,"38,00",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2516",F,F,"0050910010","1","1939","137.0","150.0","137.0","11","10","1.0",De esquina,"9,60",Não,Não,Não,Não,Não,Sim,Uso Misto
"2518",F,F,"0050790001","1","1983","274.0","294.0","194.0","11","20","0.0",Normal,"6,70",Não,Não,Não,Não,Não,Sim,Não Residencial
"2521",F,F,"0030080099","1","0","101.0","0.0","0.0","0","0","0.0",Normal,"6,10",Não,Não,Não,Não,Não,Sim,Terreno
"2522",F,F,"0020320016","1","1938","216.0","400.0","200.0","19","20","0.0",Normal,"7,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"2523",F,F,"0020320017","1","1934","182.0","300.0","150.0","16","20","0.0",Normal,"7,00",Não,Não,Não,Não,Não,Sim,Uso Misto
"2524",F,F,"0020280008","1","1944","224.0","448.0","224.0","20","20","0.0",Normal,"7,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"2525",F,F,"0020280038","1","1949","377.0","3551.0","377.0","94","120","0.0",Normal,"14,00",Sim,Não,Não,Não,Não,Sim,Não Residencial
"2528",F,F,"0020660000","2","1979","582.0","128.0","582.0","4","340","2.0",De duas ou mais,"42,20",Não,Não,Não,Não,Não,Não,Não Residencial
"2530",F,F,"0030280031","1","1939","244.0","230.0","195.0","9","10","0.0",Normal,"6,10",Não,Não,Não,Não,Não,Sim,Uso Misto
"2531",F,F,"0020660002","1","1934","146.0","200.0","140.0","14","20","0.0",Normal,"7,00",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2532",F,F,"0030440119","1","1954","144.0","120.0","115.0","8","10","0.0",Normal,"5,80",Não,Não,Não,Não,Não,Sim,Não Residencial
"2533",F,F,"0020660001","1","1952","361.0","1113.0","340.0","31","30","1.0",De esquina,"20,50",Sim,Não,Sim,Não,Não,Sim,Não Residencial
"2534",F,F,"0020310001","1","1939","20000.0","18875.0","10000.0","9","20","4.0",De esquina,"0,00",Não,Não,Sim,Não,Sim,Sim,Não Residencial
"2535",F,F,"0020740019","1","1944","71.0","594.0","60.0","84","90","0.0",Normal,"11,05",Não,Não,Sim,Não,Não,Sim,Uso Misto
"2536",F,F,"0030140036","1","1934","390.0","500.0","390.0","13","20","0.0",Normal,"7,32",Não,Não,Não,Não,Não,Sim,Uso Misto
"2537",F,F,"0020680002","1","1954","97.0","1556.0","97.0","160","140","1.0",De esquina,"12,20",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2538",F,F,"0020680013","1","1970","1700.0","17000.0","1700.0","100","100","1.0",De esquina,"32,50",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2539",F,F,"0020680010","1","1934","285.0","600.0","200.0","21","30","0.0",Normal,"6,36",Não,Não,Não,Não,Não,Sim,Não Residencial
"2540",F,F,"0020330028","1","1964","137.0","128.0","128.0","9","10","0.0",Normal,"5,30",Não,Não,Não,Não,Não,Sim,Não Residencial
"2541",F,F,"0030270033","1","1949","56.0","50.0","50.0","9","10","0.0",Normal,"3,90",Não,Não,Não,Não,Não,Sim,Não Residencial
"2542",F,F,"0020710019","1","1944","182.0","360.0","180.0","20","20","0.0",Normal,"7,00",Não,Não,Não,Não,Não,Sim,Uso Misto
"2543",F,F,"0030200069","1","1939","75.0","40.0","40.0","5","10","0.0",Terreno interno,"7,50",Não,Não,Não,Não,Não,Sim,Residencial
"2544",F,F,"0020610002","1","1959","283.0","1920.0","250.0","68","80","1.0",De esquina,"16,10",Não,Não,Sim,Não,Sim,Sim,Não Residencial
"2545",F,F,"0010740001","1","1980","1301.0","16159.0","1000.0","124","180","1.0",De esquina,"48,61",Não,Não,Não,Não,Não,Sim,Não Residencial
"2546",F,F,"0050450016","1","1970","225.0","254.0","127.0","11","20","0.0",Normal,"6,80",Não,Não,Não,Não,Não,Sim,Residencial
"2547",F,F,"0030280061","1","1963","56.0","112.0","56.0","20","20","0.0",Terreno interno,"4,02",Não,Não,Não,Não,Não,Sim,Residencial
"2548",F,F,"0050450006","1","1983","234.0","874.0","174.0","37","50","0.0",Normal,"9,75",Não,Não,Não,Não,Não,Sim,Não Residencial
"2549",F,F,"0010740002","1","1950","1369.0","25106.0","1000.0","183","330","3.0",De duas ou mais,"64,16",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2550",F,F,"0010490019","1","1970","160.0","380.0","160.0","24","20","0.0",Normal,"5,50",Não,Não,Não,Não,Não,Sim,Não Residencial
"2551",F,F,"0050410006","1","0","44.0","0.0","0.0","0","0","0.0",Normal,"4,40",Não,Não,Não,Não,Sim,Sim,Terreno
"2552",F,F,"0010750018","1","1988","229.0","486.0","225.0","21","30","0.0",Normal,"9,94",Não,Não,Não,Não,Não,Sim,Não Residencial
"2553",F,F,"0010750019","1","1944","240.0","259.0","240.0","11","10","0.0",Normal,"9,96",Não,Não,Não,Não,Não,Sim,Não Residencial
"2554",F,F,"0050110384","1","1984","433.0","1332.0","399.0","31","30","1.0",De esquina,"22,00",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2555",F,F,"0030190001","1","1939","74.0","70.0","70.0","9","10","0.0",Normal,"6,95",Não,Não,Não,Não,Não,Sim,Residencial
"2557",F,F,"0030540012","1","1934","150.0","200.0","100.0","13","20","0.0",Normal,"11,20",Não,Não,Não,Não,Não,Sim,Não Residencial
"2558",F,F,"0010840016","1","1955","703.0","8281.0","694.0","118","130","0.0",Normal,"29,20",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2559",F,F,"0010230157","1","1941","127.0","214.0","90.0","17","20","1.0",De esquina,"7,90",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2560",F,F,"0010840019","1","1977","161.0","553.0","161.0","34","40","0.0",Normal,"10,20",Não,Não,Não,Não,Não,Sim,Não Residencial
"2561",F,F,"0030140000","1","1990","5567.0","61.0","464.0","0","200","2.0",De esquina,"0,00",Não,Não,Não,Não,Não,Sim,Residencial
"2562",F,F,"0010840020","1","1972","446.0","932.0","446.0","21","30","0.0",Normal,"13,10",Não,Não,Não,Não,Não,Sim,Não Residencial
"2563",F,F,"0010350016","1","1960","260.0","319.0","260.0","12","10","0.0",Normal,"10,10",Não,Não,Não,Não,Não,Sim,Não Residencial
"2564",F,F,"0010230124","1","1963","135.0","160.0","110.0","12","20","0.0",Normal,"5,00",Não,Não,Não,Não,Não,Sim,Uso Misto
"2565",F,F,"0010680001","1","1954","212.0","1215.0","200.0","57","70","1.0",De esquina,"10,95",Não,Não,Não,Não,Não,Sim,Uso Misto
"2566",F,F,"0050760104","1","1980","100.0","118.0","94.0","12","20","0.0",Normal,"4,00",Não,Não,Sim,Não,Não,Sim,Residencial
"2567",F,F,"0010830019","1","1956","811.0","7127.0","811.0","88","130","0.0",Normal,"14,87",Não,Não,Não,Não,Sim,Sim,Não Residencial
"2568",F,F,"0010510044","1","1970","190.0","350.0","180.0","18","20","0.0",Normal,"6,40",Não,Não,Não,Não,Não,Sim,Não Residencial
"2570",F,F,"0010670230","1","1972","203.0","337.0","170.0","17","20","0.0",Normal,"4,68",Não,Não,Não,Não,Não,Sim,Não Residencial
"2571",F,F,"0250840004","1","1949","259.0","500.0","250.0","19","20","2.0",De duas ou mais,"14,20",Não,Não,Não,Não,Não,Sim,Não Residencial
"2572",F,F,"0050760083","1","0","170.0","0.0","0.0","0","0","0.0",Normal,"8,50",Não,Não,Não,Não,Não,Sim,Terreno
"2573",F,F,"0050760079","1","1944","63.0","80.0","40.0","13","20","0.0",Normal,"5,00",Não,Não,Sim,Não,Não,Sim,Residencial
"2574",F,F,"0010500095","1","1970","544.0","6333.0","544.0","116","120","0.0",Normal,"22,50",Não,Não,Não,Não,Não,Sim,Não Residencial
"2575",F,F,"0030130022","1","1964","69.0","100.0","60.0","14","20","0.0",Normal,"4,75",Não,Não,Não,Não,Não,Sim,Residencial
"2576",F,F,"0010500000","1","1986","478.0","325.0","478.0","7","20","1.0",De esquina,"19,70",Não,Não,Não,Não,Não,Sim,Não Residencial
"2577",F,F,"0050200035","1","1966","148.0","462.0","148.0","31","30","0.0",Normal,"5,50",Não,Não,Não,Não,Não,Sim,Não Residencial
"2578",F,F,"0030620067","1","1949","180.0","60.0","60.0","3","10","0.0",Normal,"6,00",Não,Não,Não,Não,Não,Sim,Residencial
"2579",F,F,"0050900007","1","1934","90.0","40.0","40.0","4","10","0.0",Normal,"5,60",Não,Não,Não,Não,Não,Sim,Residencial
"2580",F,F,"0030620066","1","1967","109.0","210.0","105.0","19","20","1.0",De esquina,"6,00",Não,Não,Não,Não,Não,Sim,Uso Misto
"2581",F,F,"0050890036","1","1934","83.0","55.0","55.0","7","10","0.0",Normal,"6,93",Não,Não,Não,Não,Não,Sim,Residencial
"2582",F,F,"0010520028","1","1959","470.0","605.0","400.0","13","20","0.0",Normal,"21,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"2584",F,F,"0030050005","1","0","1158.0","0.0","0.0","0","0","2.0",De esquina,"0,00",Não,Não,Não,Não,Sim,Sim,Terreno
"2585",F,F,"0030280058","1","1949","83.0","140.0","70.0","17","20","0.0",Terreno interno,"6,16",Não,Não,Não,Não,Não,Sim,Residencial
"2586",F,F,"0050570010","1","1934","62.0","40.0","40.0","6","10","1.0",De esquina,"5,50",Não,Não,Não,Não,Não,Sim,Residencial
"2589",F,F,"0050380009","1","1970","144.0","398.0","144.0","28","30","0.0",Normal,"9,80",Não,Não,Não,Não,Não,Sim,Não Residencial
"2590",F,F,"0050570012","1","1934","69.0","40.0","40.0","6","10","0.0",Normal,"5,80",Não,Não,Não,Não,Não,Sim,Residencial
"2591",F,F,"0050390018","1","1929","240.0","600.0","200.0","25","30","0.0",Normal,"5,80",Não,Não,Não,Não,Não,Sim,Não Residencial
"2592",F,F,"0030110114","1","1954","270.0","200.0","200.0","7","10","0.0",Normal,"10,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"2593",F,F,"0050760212","1","0","166.0","0.0","0.0","0","0","0.0",Normal,"8,30",Não,Não,Não,Não,Sim,Sim,Terreno
"2594",F,F,"0010650009","1","1944","198.0","396.0","198.0","20","20","2.0",De duas ou mais,"14,60",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2595",F,F,"0010320025","1","1967","93.0","130.0","65.0","14","20","0.0",Normal,"5,80",Não,Não,Não,Não,Não,Sim,Residencial
"2596",F,F,"0030590006","1","1965","286.0","494.0","286.0","17","20","0.0",Normal,"22,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"2597",F,F,"0030020016","1","1944","260.0","200.0","200.0","8","10","0.0",Normal,"17,50",Não,Não,Não,Não,Sim,Sim,Residencial
"2598",F,F,"0050890017","1","1967","272.0","210.0","210.0","8","10","0.0",Normal,"19,20",Não,Não,Não,Não,Não,Sim,Não Residencial
"2599",F,F,"0010740022","1","1956","286.0","3149.0","280.0","110","120","1.0",De esquina,"12,05",Não,Não,Não,Não,Não,Sim,Não Residencial
"2600",F,F,"0030020014","1","1944","330.0","300.0","150.0","9","30","0.0",Normal,"10,95",Não,Não,Sim,Não,Sim,Sim,Residencial
"2601",F,F,"0010670044","1","1980","279.0","502.0","279.0","18","20","0.0",Normal,"6,35",Não,Não,Não,Não,Não,Sim,Não Residencial
"2602",F,F,"0030410016","1","1956","103.0","103.0","103.0","10","10","0.0",Normal,"5,15",Não,Não,Não,Não,Não,Sim,Não Residencial
"2603",F,F,"0050460120","1","1973","376.0","1298.0","376.0","35","40","0.0",Normal,"9,25",Não,Não,Não,Não,Não,Sim,Uso Misto
"2604",F,F,"0050330000","1","1973","235.0","72.0","183.0","6","90","0.0",Normal,"7,40",Não,Não,Não,Não,Não,Sim,Não Residencial
"2606",F,F,"0010720093","1","1940","408.0","1425.0","356.0","35","40","0.0",Normal,"7,30",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2607",F,F,"0010330008","1","1959","86.0","100.0","50.0","12","20","0.0",Normal,"6,20",Não,Não,Não,Não,Não,Sim,Uso Misto
"2608",F,F,"0050400967","1","1972","51.0","200.0","50.0","39","40","0.0",Normal,"10,00",Não,Não,Não,Não,Não,Sim,Uso Misto
"2609",F,F,"0050380007","1","1985","170.0","336.0","170.0","20","20","0.0",Normal,"7,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"2610",F,F,"0050760016","1","0","77.0","0.0","0.0","0","0","0.0",Normal,"5,50",Não,Não,Não,Não,Sim,Sim,Terreno
"2611",F,F,"0050760017","1","0","75.0","0.0","0.0","0","0","0.0",Normal,"5,40",Não,Não,Não,Não,Sim,Sim,Terreno
"2612",F,F,"0010320721","1","1954","610.0","650.0","610.0","11","20","1.0",De esquina,"33,30",Não,Não,Não,Não,Não,Sim,Não Residencial
"2613",F,F,"0030110077","1","1944","2322.0","2500.0","2322.0","11","20","2.0",De duas ou mais,"51,50",Não,Não,Não,Não,Não,Sim,Não Residencial
"2614",F,F,"0010320000","1","1970","483.0","25.0","450.0","1","300","0.0",Normal,"25,46",Não,Não,Não,Não,Não,Sim,Não Residencial
"2615",F,F,"0050390028","1","1939","60.0","120.0","60.0","20","20","0.0",Normal,"6,20",Não,Não,Não,Não,Não,Sim,Não Residencial
"2616",F,F,"0030200068","1","1939","75.0","40.0","40.0","5","10","0.0",Terreno interno,"7,50",Não,Não,Não,Não,Não,Sim,Residencial
"2618",F,F,"0030110124","1","1944","760.0","760.0","760.0","10","10","1.0",De esquina,"26,75",Não,Não,Não,Não,Não,Sim,Não Residencial
"2619",F,F,"0050520044","1","1959","166.0","140.0","140.0","8","10","0.0",Normal,"10,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"2620",F,F,"0010640402","1","1970","1350.0","3819.0","1350.0","28","20","1.0",De esquina,"46,45",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2621",F,F,"0010800183","1","1974","170.0","320.0","140.0","19","10","0.0",Normal,"4,50",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2622",F,F,"0010800182","1","1966","166.0","306.0","150.0","18","10","0.0",Normal,"4,40",Não,Não,Sim,Não,Não,Sim,Não Residencial
